Game,PlayerID,Health,ActionType,ActionString,HeuristicValue
0,1,51,TOVPlayerMove,Moved from tile [7, 3] in direction [-1, 0].,15.295
0,2,75,TOVPlayerMove,Moved from tile [5, 1] in direction [-1, 0].,13.73
0,0,67,TOVPlayerMove,Moved from tile [7, 1] in direction [-1, 0].,15.205
0,1,51,TOVPlayerMove,Moved from tile [6, 3] in direction [-1, 0].,15.295
0,2,75,TOVPlayerMove,Moved from tile [4, 1] in direction [0, 1].,13.73
0,0,67,TOVPlayerMove,Moved from tile [6, 1] in direction [1, 0].,15.205
0,1,51,TOVPlayerMove,Moved from tile [6, 4] in direction [1, 0].,15.295
0,2,75,TOVPlayerMove,Moved from tile [5, 1] in direction [0, 1].,13.73
0,0,67,TOVPlayerMove,Moved from tile [7, 1] in direction [0, 1].,15.205
0,1,51,TOVPlayerMove,Moved from tile [6, 5] in direction [0, 1].,15.295
0,2,75,TOVPlayerMove,Moved from tile [5, 2] in direction [0, 1].,13.73
0,0,67,TOVPlayerMove,Moved from tile [7, 2] in direction [0, 1].,15.205
0,1,51,TOVPlayerMove,Moved from tile [6, 6] in direction [0, -1].,15.295
0,2,75,TOVPlayerMove,Moved from tile [5, 6] in direction [-1, 0].,13.73
0,0,67,TOVPlayerAttack,Default Attack against 610,15.205
0,1,51,TOVPlayerAttack,Default Attack against 609,15.545
0,0,67,TOVPlayerMove,Moved from tile [5, 7] in direction [0, 1].,15.535
0,0,67,TOVPlayerUseCard,Played the card: null,15.535
0,2,67,TOVPlayerAttack,Default Attack against 633,14.06
0,0,67,TOVPlayerAttack,Default Attack against 635,15.865
0,0,67,TOVPlayerMove,Moved from tile [6, 7] in direction [1, 0].,15.865
0,2,67,TOVPlayerAttack,Default Attack against 639,14.39
0,0,52,TOVPlayerAttack,Default Attack against 638,16.195
0,1,51,TOVPlayerMove,Moved from tile [6, 7] in direction [0, 1].,16.045
0,2,67,TOVPlayerMove,Moved from tile [6, 7] in direction [0, 1].,14.719999999999999
0,0,52,TOVPlayerMove,Moved from tile [6, 8] in direction [1, 0].,16.195
