Game,PlayerID,Health,ActionType,ActionString,HeuristicValue
0,2,86,TOVPlayerMove,Moved from tile [1, 5] in direction [-1, 0].,19.496
0,1,80,TOVPlayerMove,Moved from tile [1, 4] in direction [0, -1].,21.711000000000002
0,0,70,TOVPlayerMove,Moved from tile [2, 5] in direction [1, 0].,19.94
0,2,86,TOVPlayerMove,Moved from tile [1, 4] in direction [0, 1].,19.485000000000003
0,1,80,TOVPlayerMove,Moved from tile [2, 4] in direction [0, 1].,21.721999999999998
0,0,70,TOVPlayerMove,Moved from tile [2, 6] in direction [0, 1].,19.931
0,2,86,TOVPlayerMove,Moved from tile [1, 5] in direction [-1, 0].,19.496
0,1,80,TOVPlayerMove,Moved from tile [2, 5] in direction [0, 1].,21.733
0,0,70,TOVPlayerMove,Moved from tile [1, 6] in direction [1, 0].,19.92
0,2,86,TOVPlayerMove,Moved from tile [1, 6] in direction [-1, 0].,19.487000000000002
0,1,80,TOVPlayerMove,Moved from tile [3, 5] in direction [0, -1].,21.744
0,0,70,TOVPlayerMove,Moved from tile [0, 6] in direction [0, -1].,19.909
0,2,86,TOVPlayerMove,Moved from tile [1, 5] in direction [1, 0].,19.496
0,1,80,TOVPlayerMove,Moved from tile [3, 4] in direction [0, 1].,21.733
0,0,70,TOVPlayerMove,Moved from tile [1, 6] in direction [0, -1].,19.92
0,2,86,TOVPlayerMove,Moved from tile [1, 6] in direction [1, 0].,19.487000000000002
0,1,80,TOVPlayerMove,Moved from tile [3, 3] in direction [1, 0].,21.721999999999998
0,0,70,TOVPlayerMove,Moved from tile [2, 6] in direction [-1, 0].,19.931
0,2,86,TOVPlayerMove,Moved from tile [2, 6] in direction [1, 0].,19.498
0,1,80,TOVPlayerMove,Moved from tile [2, 3] in direction [0, 1].,21.711000000000002
0,0,70,TOVPlayerMove,Moved from tile [3, 6] in direction [0, 1].,19.942
0,2,86,TOVPlayerMove,Moved from tile [2, 7] in direction [0, 1].,19.486
0,1,80,TOVPlayerMove,Moved from tile [2, 4] in direction [-1, 0].,21.718999999999998
0,0,70,TOVPlayerMove,Moved from tile [3, 7] in direction [0, 1].,19.93
0,2,86,TOVPlayerMove,Moved from tile [1, 7] in direction [-1, 0].,19.475
0,1,80,TOVPlayerMove,Moved from tile [2, 5] in direction [1, 0].,21.73
0,0,70,TOVPlayerMove,Moved from tile [2, 7] in direction [1, 0].,19.919
0,2,86,TOVPlayerMove,Moved from tile [2, 7] in direction [-1, 0].,19.486
0,1,80,TOVPlayerMove,Moved from tile [3, 5] in direction [0, -1].,21.741
0,0,70,TOVPlayerMove,Moved from tile [1, 7] in direction [1, 0].,19.908
0,2,86,TOVPlayerMove,Moved from tile [2, 6] in direction [1, 0].,19.495
0,1,80,TOVPlayerMove,Moved from tile [4, 5] in direction [0, -1].,21.752
0,0,70,TOVPlayerMove,Moved from tile [2, 7] in direction [0, -1].,19.919
0,2,86,TOVPlayerMove,Moved from tile [2, 5] in direction [1, 0].,19.504
0,1,80,TOVPlayerMove,Moved from tile [4, 4] in direction [1, 0].,21.741
0,0,70,TOVPlayerMove,Moved from tile [3, 7] in direction [0, 1].,19.93
0,2,86,TOVPlayerMove,Moved from tile [3, 5] in direction [0, 1].,19.515
0,1,80,TOVPlayerMove,Moved from tile [4, 5] in direction [-1, 0].,21.752
0,0,70,TOVPlayerMove,Moved from tile [3, 8] in direction [0, 1].,19.921000000000003
0,2,86,TOVPlayerMove,Moved from tile [2, 5] in direction [0, -1].,19.504
0,1,80,TOVPlayerMove,Moved from tile [4, 6] in direction [0, -1].,21.743
0,0,70,TOVPlayerMove,Moved from tile [3, 7] in direction [0, 1].,19.93
0,2,86,TOVPlayerMove,Moved from tile [2, 4] in direction [-1, 0].,19.493
0,1,80,TOVPlayerMove,Moved from tile [4, 7] in direction [-1, 0].,21.734
